,min_hue,max_hue,mean_hue,std_hue,min_value,max_value,mean_value,std_value,n_contours,contour_area,centroid_x,centroid_y,perimeter,max_diameter,min_diameter,horizontal_asymmetry,vertical_asymmetry
IM_000941,-176.7456473374039,-163.7456473374039,-169.42554723985117,2.3690473074644256,67.0,178.0,139.1695579024756,27.280368598429487,920,60132.5,1560,1021,83554,376.8524475097656,260.3655700683594,1.38,1.36
IM_000462,-221.7022463172495,-42.70224631724949,-212.7713119804244,7.4267973958848295,53.0,247.0,208.2676973006927,16.165251153352447,2775,1369614.5,1600,1419,1124333,1375.49658203125,1317.3900146484375,1.17,1.15
IM_000309,-167.2233566226808,-158.2233566226808,-161.4599134053442,0.9326662151400488,106.0,176.0,165.91570577203584,4.5346637094972015,391,687166.5,1986,1358,155784,1708.0,911.0,1.73,1.88
IM_000697,-162.59477220642384,16.40522779357616,-150.06547364878398,2.354145525865464,59.0,171.0,129.08553228733427,14.883116774257466,5026,1724648.0,1658,1292,1411821,1818.1077880859375,1281.55712890625,0.99,1.05
IM_000060,-248.83727619767782,-69.83727619767782,-208.9004907262488,44.118042742724995,15.0,255.0,97.12770139611976,60.85896878957195,3095,1786736.5,1195,723,1180782,1444.8956298828125,1303.8846435546875,0.91,0.86
IM_000884,-193.65424333169963,-179.65424333169963,-183.6144878739219,1.5747253124759406,36.0,199.0,159.664301994259,19.71093533242085,1806,716275.0,2144,1321,467221,1156.822021484375,710.205322265625,1.01,1.01
IM_000595,-230.72043558126128,-51.720435581261285,-222.86967795160427,6.738977620974606,34.0,248.0,160.05019697432036,35.09552239403729,1117,6478940.5,3456,2151,621001,4587.19775390625,3827.048828125,2.34,2.08
IM_000767,-203.78318516621067,-24.78318516621067,-192.02250402484592,3.5881386440402885,49.0,192.0,150.06242463407972,21.21048777016414,1066,114833.0,435,471,126217,652.4359741210938,325.37060546875,1.46,1.48
IM_000649,-195.44456380824752,-16.444563808247523,-183.46036737967628,33.78730641460665,-41.0,61.0,-1.3694427339901478,12.475235532779395,1599,287468.5,786,672,263170,667.8741455078125,638.552001953125,1.27,1.26
IM_000650,-206.98758886017382,-27.987588860173815,-195.851718211842,7.953323334445177,145.0,237.0,191.68402089430126,10.607284194487958,1090,215755.0,419,406,178849,553.0371704101562,462.37689208984375,1.01,0.98
IM_000865,-187.72097847758258,-174.72097847758258,-180.87220544121715,2.021988391377803,85.0,191.0,166.8502970617635,8.574097482132306,340,296506.5,1485,969,31892,718.0,563.0,1.03,1.02
IM_000298,-220.05522598226756,-41.05522598226756,-208.52452890524285,5.860506405532392,-78.0,99.0,13.846934962830343,34.55296914655878,1399,164866.0,576,404,200695,584.2868041992188,584.0447998046875,1.72,1.81
IM_000689,-147.46562522123898,-136.46562522123898,-141.6180016592166,1.0021691533018882,85.0,176.0,146.8644297511946,4.98700195575982,501,1940194.0,2251,1489,88152,1782.6805419921875,1418.6973876953125,1.01,1.01
IM_000314,-241.196057492539,-62.19605749253901,-194.4591885347807,76.07970231890653,-62.0,74.0,2.8160280477754083,32.54584066783617,649,105496.5,554,315,64412,331.14862060546875,291.51416015625,0.76,0.75
IM_000310,-171.1535232231051,7.846476776894889,-160.62691518666347,7.158904045383962,17.0,178.0,117.39582051836213,28.297692555894653,758,13050.0,402,467,63902,366.0194091796875,235.06356811523438,5.29,5.39
IM_000361,-141.0479961862729,37.95200381372709,-133.49662781161186,5.1208767581324866,29.0,169.0,113.45719812204274,20.909967138729712,179,314468.0,2139,1940,37090,803.0,510.0,1.05,1.06
IM_000110,-184.81218006918024,-170.81218006918024,-178.09592428654858,1.9438465483593677,89.0,201.0,149.57961000175675,20.853194324723646,1124,59258.0,460,452,85415,589.005615234375,229.66793823242188,1.62,1.47
IM_000989,-197.9488238655966,-186.9488238655966,-192.5258133899483,1.9020753094078233,118.0,211.0,178.32872964039265,17.556221294332385,767,111122.5,1516,979,79075,406.3441467285156,319.12835693359375,1.0,0.98
IM_000486,-229.3709618273704,-50.370961827370394,-221.7429640812262,1.9056220443249863,73.0,227.0,134.2696332443989,24.679454972396968,894,6113994.0,4036,2544,466379,2695.194580078125,2478.022216796875,0.91,0.92
IM_000363,-152.4966195034594,-139.4966195034594,-145.48129643916855,1.672166835240709,85.0,151.0,131.36666277586144,9.643003423605169,2038,215689.5,2173,1630,269397,626.7981567382812,590.0007934570312,1.24,1.34
IM_000254,-170.89478475256752,8.105215247432483,-163.65487826162357,17.68966679761741,88.0,251.0,159.30320740351516,15.489151117840454,668,21310.0,501,370,70680,355.5616149902344,341.9638366699219,5.1,5.03
IM_000259,-153.70770817826659,-138.70770817826659,-145.77708507174083,2.3417998649676233,66.0,145.0,109.04301973307132,14.848680226373594,188,251117.5,2001,1359,15543,630.575439453125,508.5580139160156,1.05,1.0
IM_000802,-190.60637711960942,-184.60637711960942,-187.47156425291988,0.7610665171955082,150.0,204.0,185.97182745340712,3.2747586238007624,1744,351199.0,1680,1421,374541,887.2848510742188,574.6236572265625,1.22,1.19
IM_000677,-150.17071372522216,-134.17071372522216,-140.9263440786117,1.4281640365535375,55.0,196.0,142.21426590128542,5.5379319946176055,3041,2336175.5,1927,1499,1318102,1511.0,1482.0,0.71,0.71
IM_000494,-189.07074293705784,-10.070742937057844,-178.50416380428382,18.301488244892376,36.0,194.0,135.11247037724974,38.211763775011164,348,14381.5,560,403,12824,182.6180419921875,120.03355407714844,1.22,1.23
IM_000670,-164.92461035991573,13.075389640084268,-154.5966532122648,1.9156871329628373,60.0,244.0,158.0018395298863,7.266503164354072,4893,4060225.5,2521,1502,3248885,2800.82958984375,2159.80419921875,1.23,1.28
IM_000377,-174.58602442747411,4.413975572525885,-165.8876041065288,15.574587234166701,67.0,211.0,160.58145583105565,14.844799167213734,17810,1719027.0,2303,1085,4719157,2593.53173828125,1874.546142578125,1.87,1.9
IM_000526,-202.96397229651566,-23.963972296515664,-193.1371619627958,6.171224367402327,72.0,207.0,154.1899078726968,25.45688611061706,182,230686.0,1411,983,17495,539.0,468.0,0.96,0.97
IM_000137,-191.40266929857236,-176.40266929857236,-181.3962964862541,2.1684543038522115,76.0,184.0,163.61896848842935,17.055313027284345,220,138376.5,1983,1313,21700,485.0,482.0,1.38,1.4
IM_000355,-170.17913718159082,8.820862818409182,-154.28010767868332,21.164605827918837,-51.0,37.0,0.9979732385809607,7.5970844952251975,951,189261.5,481,506,165087,501.6946716308594,497.1428527832031,1.13,1.13
IM_000365,-206.20804795198265,-27.20804795198265,-161.26735551954812,72.63591415527299,28.0,212.0,122.2076987332828,39.34627629818482,5503,1976518.0,1674,994,2317400,2301.60107421875,1898.379638671875,1.83,1.92
IM_000942,-157.18011226748854,21.81988773251146,-145.87899989334107,12.05438520725753,34.0,190.0,111.07806917830464,27.771442149536316,748,53722.0,534,379,50156,327.33001708984375,224.5829315185547,1.12,1.08
IM_000749,-224.37530124621136,-45.375301246211365,-214.22452628255365,21.687801069787543,17.0,245.0,111.36051677893573,51.77057920445481,534,47076.5,381,204,44070,255.6490020751953,242.2867889404297,1.09,1.11
IM_000948,-152.38331931592762,26.616680684072378,-144.4098859613087,7.499638808823159,35.0,197.0,129.28755571062732,20.418069981210046,226,675811.0,2026,1377,34966,970.9998779296875,821.9998779296875,0.96,1.0
IM_000829,-148.96800979208433,-136.96800979208433,-140.81235365127816,1.6453677598191692,15.0,164.0,122.76187325839686,18.361224746402808,577,402154.0,1884,887,104657,1307.689453125,546.5612182617188,1.39,1.47
IM_000656,-158.11441303672183,20.885586963278172,-149.7413913123741,3.425838738117013,77.0,223.0,131.95623635517697,11.92270131094694,1207,82108.5,564,407,140134,488.5274353027344,401.32135009765625,1.91,1.93
IM_000199,-208.0843452342754,-29.08434523427539,-195.05906791017767,10.150002854648958,-10.0,234.0,104.54032599305347,40.35421367465806,483,3038771.5,3557,2343,125885,1999.191650390625,1615.346435546875,0.86,0.87
IM_000408,-164.89080722027606,-151.89080722027606,-157.30805566957665,1.761376533817433,70.0,164.0,141.3654200513872,12.009163779425867,1046,87817.0,544,387,136034,461.2024230957031,435.6361389160156,1.8,1.79
IM_000208,-156.30160175791357,22.698398242086427,-124.26462312509801,61.06518159167586,66.0,179.0,129.84539409708535,22.072633841267688,1043,184988.5,1799,1030,141683,585.7599487304688,414.6058349609375,1.07,1.08
IM_000613,-197.0471153426667,-18.0471153426667,-162.6899288570889,62.3098913458642,-57.0,85.0,40.255294384089055,15.176775952097966,2091,688357.5,1640,1001,638017,995.138427734375,937.6196899414062,1.19,1.21
IM_000078,-174.44555258218617,-130.44555258218617,-159.81342413571102,4.890989528935426,49.0,203.0,132.4260953544606,11.728626013906343,1284,68294.5,626,543,151497,713.4566040039062,514.478515625,4.14,4.81
IM_000029,-184.3623551414415,-5.362355141441498,-168.26822527333118,2.5422305468382644,57.0,209.0,161.05939468104714,25.140128852304564,3555,1639198.0,1571,1220,1695716,2090.90673828125,1126.01220703125,1.04,1.05
IM_000535,-160.0043388562204,18.995661143779614,-152.25134113448885,14.380911564903743,88.0,193.0,141.2553459370878,9.025146226974867,912,83313.5,576,375,94934,420.3726806640625,312.1536560058594,1.34,1.31
IM_000695,-154.39612199935263,-135.39612199935263,-142.84820973150235,2.3911551546574525,51.0,148.0,113.7785495755591,17.510584948925374,997,186401.0,489,360,88039,558.6051025390625,311.9784851074219,0.71,0.78
IM_000557,-157.64556447528165,-143.64556447528165,-150.27427648847748,2.3930205529377786,43.0,192.0,112.15077301573989,21.75205788364773,155,195630.0,2144,1539,20000,502.0,444.0,0.94,0.95
IM_000836,-195.33990944283522,-16.33990944283522,-187.19460488825086,12.030653837301081,132.0,203.0,178.78233543855947,13.455222429103326,306,226594.0,2110,1333,34473,574.4344482421875,554.656982421875,1.07,1.08
IM_000596,-190.89984780773054,-174.89984780773054,-181.7133770038217,2.6605416844444276,40.0,192.0,156.35931995345203,14.642374152672488,265,315152.5,1487,1033,27650,667.9431762695312,492.83245849609375,0.87,0.86
IM_000165,-230.5814891894734,-51.58148918947339,-211.93727489902906,41.349487150510846,-64.0,110.0,27.62445930733064,38.16989076661999,1779,237684.5,518,332,364277,724.775146484375,684.2430419921875,1.83,1.85
IM_000918,-235.2411905582478,-56.24119055824781,-184.14852736999094,75.58033536168715,48.0,242.0,143.52002994617038,29.80256491663809,1376,278942.5,527,366,199894,557.1173095703125,508.5531921386719,0.83,0.83
IM_000495,-192.35164347987703,-13.351643479877026,-176.50002727733872,39.786652409422985,31.0,248.0,145.52447715001097,37.810994614612824,977,120218.5,492,459,100228,583.4315795898438,376.8761901855469,1.61,1.62
IM_000824,-247.19176537449823,-68.19176537449823,-212.88608282850558,64.66677459670207,22.0,248.0,146.75198215508294,63.51771819530179,999,111939.0,507,305,133714,640.7548217773438,383.7008972167969,1.98,1.75
IM_000065,-140.4320373490434,38.56796265095659,-123.87325129034238,36.337739527574904,23.0,208.0,132.5029462512008,36.71465975512894,2094,455252.5,715,426,439521,878.156982421875,805.5900268554688,1.2,1.23
IM_000141,-197.1047932708,-18.104793270800002,-187.83839978133287,3.80094682836105,113.0,222.0,169.67542776806226,10.705970339915622,206,200965.5,1168,827,17435,608.0741577148438,403.53607177734375,0.95,0.95
IM_000925,-182.15067793854658,-3.150677938546579,-169.58541283920735,14.605862645606358,-6.0,238.0,139.76497093362593,33.53931217639362,1059,210394.5,517,392,156376,594.3468627929688,406.5171203613281,0.93,0.97
IM_000827,-131.13110042184104,47.86889957815896,-30.580554790151602,71.11994567679007,21.0,222.0,159.17276684689176,28.686336111768053,1393,192318.5,518,379,288102,723.9688110351562,597.8502807617188,1.89,1.91
IM_000655,-151.691140832749,-138.691140832749,-144.77728735049786,1.4038186654799731,113.0,193.0,146.5976048423414,4.1756328316342834,310,552994.5,2258,1695,37548,1238.548583984375,812.928955078125,1.52,1.49
IM_000331,-170.15290515004108,8.847094849958921,-164.58770528495722,6.726551686977661,32.0,185.0,114.72987158287881,25.369511394993467,289,327624.0,1533,950,48218,661.26513671875,473.6270751953125,0.77,0.79
IM_000664,-181.09644506001845,-166.09644506001845,-172.13708854814558,1.6971421679603773,-50.0,17.0,-7.386862792770889,6.940583573233427,1093,115571.0,405,339,125712,522.6298828125,373.1805419921875,1.28,1.25
IM_000249,-232.92973470511322,-53.92973470511322,-193.93660631804167,62.87311360136,51.0,218.0,136.91520624585755,43.220872738456464,1161,139217.0,437,383,143429,534.246826171875,511.8052673339844,1.63,1.64
IM_000907,-177.76516395650293,1.2348360434970687,-168.09769859257113,2.5429383294069448,23.0,244.0,125.60765530669015,20.453938449525275,772,2555552.0,1692,896,224290,1809.0,1655.0,0.95,0.97
IM_000708,-167.91587495665274,11.084125043347257,-154.80669051841605,2.6447665188454628,65.0,170.0,132.8422957688901,8.129331194866149,1125,90774.5,520,411,111068,451.7916259765625,385.447509765625,1.55,1.61
IM_000305,-193.85868060802645,-186.85868060802645,-190.15103772891317,0.7431838283768774,151.0,224.0,189.98803772716815,2.7243447492098998,1473,425112.0,1604,1611,338501,770.154541015625,635.912353515625,0.96,0.96
IM_000734,-43.04706077138982,135.95293922861018,117.46397485674302,15.793889368761,29.0,255.0,190.6230188849394,27.912357269918683,1159,136197.5,555,305,166102,671.264892578125,500.0718688964844,2.18,2.02
IM_000975,-226.4394396820108,-47.4394396820108,-213.36614818232718,19.6782739842119,-101.0,85.0,-42.4235024256486,48.19911157830426,1120,230970.5,488,364,140838,573.9843139648438,420.22857666015625,0.88,0.88
IM_000049,-164.83658787484748,14.163412125152519,-155.92520211194255,6.131829890611301,41.0,215.0,118.51577452596378,13.430947004568022,2077,122778.5,429,454,376576,879.4993286132812,600.78759765625,3.16,3.25
IM_000896,-238.60891262850637,-59.608912628506374,-227.98180787069705,3.973063952704471,50.0,242.0,195.74249479139635,24.559193159833644,1496,312087.0,525,428,206414,809.3585205078125,480.31109619140625,1.01,0.99
IM_000002,-171.74535992757347,-151.74535992757347,-161.41772341162218,2.2155152014151276,109.0,202.0,142.92174092854,7.166754006257561,1859,756926.0,955,957,514492,918.0315551757812,794.2367553710938,0.75,0.78
IM_000350,-191.8413034499534,-148.8413034499534,-179.98072705223788,4.746690037590482,44.0,220.0,156.14040707872988,27.02338841295089,1072,205519.5,592,364,124975,634.1234130859375,370.07659912109375,0.96,0.96
IM_000904,-232.67378027146268,-53.673780271462675,-219.87110834162604,32.77200795707273,3.0,255.0,136.659481480678,43.49597096456923,12933,7087761.5,3366,2129,7901792,3452.36328125,2621.935546875,1.02,1.01
IM_000536,-186.1138034845059,-7.113803484505894,-173.09812636844455,36.05676319330986,61.0,223.0,188.36938751163441,5.4993327080494385,3803,2660661.5,2064,1621,1434787,2161.9873046875,1181.72314453125,0.72,0.75
IM_000344,-187.1299804453765,-174.1299804453765,-180.2694307184493,2.0544547820047607,-69.0,18.0,-12.482105794352968,17.433085016010487,972,78633.5,468,417,104999,417.02923583984375,412.30218505859375,1.73,1.74
IM_000994,-197.21116582828748,-18.211165828287477,-185.098925330536,5.350252097606473,13.0,212.0,149.04205425162735,38.35144161624816,601,45507.5,501,388,48847,296.0245056152344,225.55934143066406,1.28,1.24
IM_000481,-153.01699135365513,25.98300864634487,-147.0205530955072,5.104991551897821,134.0,225.0,155.6184089711483,2.363001687425756,1576,438183.5,2235,1776,319728,941.9996337890625,763.9895629882812,1.34,1.34
IM_000575,-229.4367378549241,-50.436737854924104,-216.72707334100744,4.519538028586662,7.0,173.0,119.84714262704776,33.64477103515045,1007,225490.5,552,349,154211,501.8611145019531,489.7019348144531,0.87,0.92
IM_000033,-218.66777635148796,-39.66777635148796,-209.8583860422138,17.008042417434336,-146.0,72.0,40.87558227198588,8.37406279431817,247,264770.0,1097,658,39523,688.6911010742188,636.4528198242188,1.47,1.45
IM_000031,-251.45849233385866,-72.45849233385866,-242.5438579903374,28.982476868035697,166.0,250.0,226.15246600518478,15.456877243931606,1398,189007.5,521,381,183210,518.677490234375,483.8337707519531,1.11,1.1
IM_000231,-147.9526760259512,31.047323974048794,-134.3349275929732,5.450984970815286,26.0,217.0,104.20177135294716,17.523238356398423,944,117299.0,484,309,109068,428.9383850097656,421.2756652832031,1.27,1.28
IM_000963,-224.82184700489015,-45.821847004890145,-215.1490824274859,15.896473851360332,19.0,246.0,111.07993910914024,58.37675728025845,655,77161.0,413,217,64721,378.4842834472656,253.52110290527344,1.03,1.02
IM_000192,-194.76179182639004,-17.761791826390038,-182.70894543631948,3.4516872139859824,-6.0,187.0,97.1619649925322,30.15762477213674,1317,53175.0,542,318,163902,631.596435546875,470.5910949707031,4.74,4.29
IM_000333,-148.1260245906394,30.87397540936061,-140.04117378242836,1.639586995373709,85.0,222.0,142.32200616289725,3.6091658263399773,547,1347277.0,1721,1155,140824,1518.3448486328125,1222.3670654296875,1.08,1.08
IM_000003,-129.25329513522126,-115.25329513522126,-119.87513493702599,1.2918481440405927,83.0,142.0,122.66210462176136,7.383208119735493,291,481195.5,1898,1240,28596,851.74267578125,807.6351928710938,1.2,1.21
IM_000204,-214.63809558317092,-35.63809558317092,-203.92215417788145,12.183938758445349,-4.0,250.0,110.5474786030076,36.066160660055196,1619,10778680.5,3321,2430,677468,4285.24853515625,3555.927978515625,1.13,1.14
IM_000514,-168.38979733560092,-127.38979733560092,-156.83609335697855,5.4756791398525895,38.0,187.0,148.1918052256532,21.10320913076618,739,83863.5,518,405,69029,340.9801330566406,320.8717041015625,1.11,1.14
IM_000799,-225.47865510948188,-46.47865510948188,-220.82708386654738,17.31647024043021,-143.0,77.0,-14.978640277830461,30.503692967057376,750,4564585.5,3948,2330,249021,2797.938720703125,2362.7802734375,1.25,1.2
IM_000306,-170.2857777821854,-149.2857777821854,-161.79973165852152,1.8678286665970951,57.0,225.0,118.18651317146201,15.623101015042929,443,1875198.5,2104,1131,125583,1472.999755859375,1422.999755859375,0.91,0.88
IM_000109,-216.9456424304341,-37.945642430434106,-208.55976729653003,12.167474068535014,-1.0,253.0,121.69349978835955,44.073082963212016,680,2995107.5,3316,2438,278205,2450.072998046875,2230.248779296875,1.51,1.36
IM_000430,-197.34096991671527,-18.340969916715267,-185.64828985729525,1.9859444434520874,25.0,242.0,170.75947877016736,17.12546909363871,276,582597.5,2354,2072,38024,1026.8372802734375,867.6619873046875,1.22,1.25
IM_000077,-182.0170983218704,-173.0170983218704,-175.99491809983016,1.1408142175394052,111.0,195.0,160.69233808771162,11.15788519645175,152,215975.5,2192,1343,14182,569.0,489.0,1.17,1.16
IM_000286,-166.07834307357675,12.921656926423253,-159.55570668363492,5.3921304415876605,44.0,215.0,134.200053602516,26.584392090116715,193,445210.5,2182,1263,39948,869.9998779296875,621.9998779296875,1.02,0.98
IM_000082,-178.47749087886706,0.5225091211329413,-162.89896821799596,27.637766692722344,-50.0,48.0,14.636923815111933,12.584111222991803,5350,3309412.5,1720,1174,3405202,2752.560791015625,1795.9754638671875,1.16,1.11
IM_000991,-189.8425749895358,-174.8425749895358,-179.51313886200654,1.8304196596053177,69.0,200.0,156.77719775083767,17.36423389749328,201,90844.0,1506,992,12808,326.99993896484375,280.99993896484375,0.86,0.86
IM_000894,-209.79791088176242,-30.79791088176242,-200.1237852354906,5.710779924127199,-1.0,251.0,136.70161677409752,54.484475296308865,4300,4880841.5,3611,2094,2788888,2638.0,2127.0,1.03,1.02
IM_000398,-197.41278368274612,-185.41278368274612,-189.81375675804702,0.9155400181807932,135.0,219.0,190.93716050491582,7.70801462426771,5097,3209834.0,2029,1598,2934619,2427.38232421875,2196.22509765625,1.35,1.22
IM_000323,-177.40608391516443,1.5939160848355698,-167.71938018572266,3.169439679044058,22.0,176.0,100.37371631534245,33.88775912848462,401,19930.0,611,429,20429,217.46804809570312,156.4152069091797,1.42,1.47
IM_000519,-162.49525413405834,16.504745865941658,-150.37873125629142,3.214098646556812,14.0,150.0,53.02356977698217,8.898757124919227,1481,150431.0,659,384,223068,665.8002319335938,511.3868408203125,1.81,1.78
IM_000916,-175.19462504692407,3.805374953075926,-144.26040844848714,43.70831972629292,-33.0,54.0,12.046803126163008,15.558228909573852,809,98197.5,481,351,58505,331.37744140625,285.54864501953125,0.8,0.82
IM_000922,-196.04103252413884,-185.04103252413884,-189.37017938373455,1.1477461958917055,100.0,192.0,160.97806492693798,16.80291078400403,916,30274.5,504,370,78917,420.9091796875,319.9420166015625,3.71,3.79
IM_000005,-160.22059923452957,18.779400765470427,-152.1446080177255,14.058594020342724,-1.0,211.0,90.73747358826698,38.68434604964417,987,90131.0,451,397,103032,434.33697509765625,363.5827331542969,1.52,1.5
IM_000731,-147.7902381404379,31.209761859562093,-136.00596444837268,31.04992091601603,64.0,164.0,119.92964150982506,17.798197036712644,281,440883.5,2074,1235,42979,760.3958129882812,670.59814453125,0.94,0.94
IM_000465,-212.55101293281393,-33.55101293281393,-168.74277997604867,46.56039515316142,-3.0,233.0,174.79528167784733,54.545326502127494,843,62804.0,426,366,103852,406.0982360839844,380.2932434082031,2.02,2.0
IM_000097,-211.56985427305213,-32.56985427305213,-198.1279811261563,28.260548345511168,76.0,236.0,188.30440273634036,19.98581527726944,2972,2056547.5,1329,707,1130615,1508.683349609375,1342.4056396484375,0.83,0.83
IM_000357,-184.7300899958519,-5.730089995851898,-177.84047131209397,11.532473188683603,-121.0,17.0,-33.15539899973319,24.978678197389044,1149,90083.0,506,382,146290,612.4024047851562,389.4644470214844,2.13,2.12
IM_000868,-199.36078340963184,-20.360783409631836,-188.53399548881774,30.94048197555707,-150.0,78.0,-25.986185836011355,32.746134788944694,2947,1773133.5,1552,857,1265084,1480.0711669921875,1434.05517578125,1.02,1.04
IM_000798,-187.9126155307206,-8.912615530720586,-180.49006951065562,5.3523153839655295,53.0,249.0,165.37285146522194,21.310774065659096,1104,176488.0,516,441,196742,591.13232421875,433.3326721191406,1.24,1.24
IM_000380,-153.9490129211847,25.050987078815297,-145.78841953818252,5.7214713694507795,20.0,231.0,144.28105003459854,12.784945340835058,461,1283570.5,2626,1274,116720,1478.314453125,1051.1534423828125,0.99,1.03
IM_000381,-222.62547050747872,-43.625470507478724,-213.3779520021953,7.777955552139806,15.0,242.0,122.77888406758895,41.71840961288188,2482,1119290.0,1038,654,663236,1583.1826171875,869.7276000976562,0.98,0.95
IM_000490,-170.065416736374,7.934583263625996,-160.78967258480327,1.679389541370293,68.0,178.0,151.35602210984194,18.581968030521534,349,541348.5,1688,1167,54338,937.0,809.0,1.16,1.14
IM_000118,-197.6260766088901,-18.626076608890088,-185.17735515252264,3.6242220527960027,1.0,193.0,140.82157190959677,32.95874895863116,2710,1537217.0,1307,1069,1186152,1676.546630859375,1054.7294921875,0.97,0.95
IM_000900,-174.52589023654585,-157.52589023654585,-165.14640767186643,1.869817626129043,69.0,229.0,154.77376827896512,17.782422669346822,418,24449.0,510,375,22142,189.2931671142578,172.43785095214844,1.16,1.04
IM_000250,-232.41524591584277,-53.415245915842775,-220.7358379364347,21.89790902132217,77.0,244.0,203.1704234847092,26.10894304035817,1044,177925.0,545,392,166086,680.723388671875,318.73724365234375,1.04,1.05
IM_000523,-175.90514654407733,-166.90514654407733,-169.86436435640314,1.0028137003364015,121.0,185.0,162.29333694025937,5.680535448711509,1093,242548.0,1560,840,164799,610.9108276367188,400.5306091308594,0.86,0.87
IM_000009,-161.8671585234316,17.132841476568387,-149.99054121805483,2.1132104270259155,31.0,206.0,140.4232747654017,16.91191531742643,795,1654932.0,1603,1019,138879,1841.954833984375,1142.599609375,1.09,1.06
IM_000196,-200.96866131695086,-192.96866131695086,-196.61782065249523,0.7875430148920937,134.0,199.0,170.13313278916556,9.073805447141122,341,1553709.5,2042,1657,36014,1406.0,978.0,0.67,0.78
IM_000603,-199.8364104903641,-20.836410490364102,-190.45280655398565,13.941884908375714,-135.0,76.0,38.288612619566116,11.539269143293366,449,32330.0,362,223,25812,225.15414428710938,202.70196533203125,1.26,1.21
IM_000081,-185.07945220100524,-6.079452201005239,-172.72222672538896,2.163456554422319,76.0,240.0,153.06586232681627,11.64212181882444,347,428415.5,1461,1049,45899,726.3158569335938,639.1885986328125,0.9,0.89
IM_000783,-160.26618411021502,16.733815889784978,-149.44585049645633,2.2911843943965433,89.0,168.0,128.85245002419055,11.682499098646117,292,325736.0,1607,1037,39099,811.3624267578125,531.52392578125,1.05,1.04
IM_000587,-180.5707589520917,-169.5707589520917,-174.13439383420777,1.521620453799466,85.0,161.0,139.47424735878508,10.634459777644704,1386,509488.0,1122,811,279818,742.8190307617188,637.5151977539062,0.82,0.82
IM_000797,-166.83990079867388,12.160099201326119,-160.32234935922486,9.26834701731837,-71.0,8.0,-24.98670488086581,10.274420634616636,980,115749.5,493,365,114141,542.9736328125,295.90032958984375,1.19,1.15
IM_000239,-165.87170951760353,-154.87170951760353,-159.19570260916694,1.3657457959528605,81.0,174.0,149.87075657292746,13.197304424913943,301,393988.0,2189,1622,47446,993.5042114257812,737.5794067382812,1.53,1.5
IM_000211,-216.690773424827,-200.690773424827,-206.42844065336735,2.4962811188421465,65.0,242.0,176.12288763949047,19.63390810709908,233,465735.0,2000,1359,38637,785.0,607.0,0.94,0.94
IM_000717,-185.73215729563896,-6.732157295638956,-134.39524283764496,76.5353336728833,20.0,230.0,132.2950096746614,48.49409332638066,645,29790.0,626,424,49738,379.0201721191406,305.6800231933594,3.43,3.44
IM_000359,-193.26862755180747,-178.26862755180747,-184.3760226003484,2.1595952740930766,108.0,245.0,177.65088337886507,16.07229254294132,800,116553.0,458,460,67587,505.0,272.0,0.97,1.01
IM_000449,-182.89428281099583,-163.89428281099583,-176.13137774244572,1.508286953187852,85.0,243.0,169.41519526381387,14.386883671721332,590,29411.0,535,373,35455,258.54296875,218.28208923339844,1.54,1.58
IM_000227,-170.41195994898882,-146.41195994898882,-162.5828445145318,1.9430906618351322,87.0,241.0,162.90007880811058,11.69156739844578,3365,1637292.5,1474,1133,1025329,1518.3712158203125,1403.4454345703125,1.15,1.15
IM_000950,-166.71787595887042,12.282124041129578,-160.48254764704654,3.262474647976805,35.0,163.0,113.192236036965,30.431742170424688,238,579298.5,2253,1860,26302,970.4835205078125,665.8782348632812,0.95,0.96
IM_000946,-190.0539277229444,-11.053927722944394,-177.29884502173388,35.2253172192806,9.0,243.0,138.00890260601187,30.949690664789173,1101,177260.5,431,370,126682,680.65283203125,444.08563232421875,1.35,1.4
IM_000796,-210.12304457141718,-31.123044571417182,-203.37683800842464,14.762998266385901,49.0,206.0,127.89372485639662,28.843390948870162,4894,2605058.0,1537,1235,2034765,1917.0966796875,1551.0150146484375,0.9,0.89
IM_000501,-141.50344804867072,37.49655195132928,-133.35564350909286,16.503463146530905,61.0,174.0,141.94630591818932,6.193817571346929,1034,3312399.0,2249,1324,284471,3024.8837890625,2176.806884765625,1.52,1.55
IM_000464,-159.2097623680454,19.790237631954597,-151.71453858715049,4.247627099850981,34.0,234.0,114.27475939533387,18.417488282917535,583,1616758.5,1495,962,217473,1926.0,1014.0,1.02,1.06
IM_000362,-165.7305516149479,-139.7305516149479,-153.55588087095097,3.211723135162032,47.0,231.0,142.88327483754387,21.32931646282706,511,31772.5,493,340,44129,280.0,259.0,1.89,1.96
IM_000468,-192.35317208108614,-13.353172081086143,-181.2083359293712,4.904960528692585,17.0,198.0,126.11346772395784,30.32545365750953,777,91293.5,552,394,85059,429.89141845703125,393.9696350097656,1.69,1.6
IM_000935,-228.83383861747788,-217.83383861747788,-221.5446022374913,1.2560838578337947,134.0,220.0,177.5295381310419,15.684146908454988,255,70992.5,1626,1007,19400,388.8162841796875,285.3232727050781,1.23,1.24
IM_000007,-156.01298240075764,22.987017599242364,-147.59154527659786,1.4436976718497867,91.0,197.0,150.77511318060414,4.56115081081412,17609,3816374.5,2102,1430,5934927,3404.416748046875,1707.851806640625,1.12,1.08
